InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsIncomplete,NormalizedDescription,DescriptionLength
C546278,22841,ROUND CAKE TIN VINTAGE GREEN,-1,3/10/2011 15:06,7.95,13476.0,United Kingdom,False,round cake tin vintage green,28
C546278,22424,ENAMEL BREAD BIN CREAM,-1,3/10/2011 15:06,12.75,13476.0,United Kingdom,False,enamel bread bin cream,22
C546302,85040A,S/4 PINK FLOWER CANDLES IN BOWL,-1,3/10/2011 15:27,1.65,14214.0,United Kingdom,False,s/4 pink flower candles in bowl,31
C546302,21871,SAVE THE PLANET MUG,-1,3/10/2011 15:27,1.25,14214.0,United Kingdom,False,save the planet mug,19
C546313,22791,T-LIGHT GLASS FLUTED ANTIQUE,-3,3/10/2011 18:18,1.06,13094.0,United Kingdom,False,t-light glass fluted antique,28
C546320,22467,GUMBALL COAT RACK,-3,3/11/2011 9:39,2.55,12708.0,Germany,False,gumball coat rack,17
C546320,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-4,3/11/2011 9:39,1.65,12708.0,Germany,False,5 hook hanger red magic toadstool,33
C546323,22064,PINK DOUGHNUT TRINKET POT ,-2,3/11/2011 9:48,1.65,13975.0,United Kingdom,False,pink doughnut trinket pot ,26
C546323,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-5,3/11/2011 9:48,3.95,13975.0,United Kingdom,False,set of 6 spice tins pantry design,33
C546325,M,Manual,-1,3/11/2011 10:15,1687.17,14911.0,EIRE,False,manual,6
C546327,M,Manual,-1,3/11/2011 10:18,1687.17,14911.0,EIRE,False,manual,6
C546362,22423,REGENCY CAKESTAND 3 TIER,-1,3/11/2011 11:18,12.75,16419.0,United Kingdom,False,regency cakestand 3 tier,24
C546363,22306,SILVER MUG BONE CHINA TREE OF LIFE,-12,3/11/2011 11:30,1.95,16912.0,United Kingdom,False,silver mug bone china tree of life,34
C546363,POST,POSTAGE,-1,3/11/2011 11:30,7.06,16912.0,United Kingdom,False,postage,7
C546395,21871,SAVE THE PLANET MUG,-1,3/11/2011 14:29,1.25,14214.0,United Kingdom,False,save the planet mug,19
C546400,21042,RED RETROSPOT APRON ,-2,3/11/2011 15:02,5.95,17994.0,United Kingdom,False,red retrospot apron ,20
C546400,47567B,TEA TIME KITCHEN APRON,-2,3/11/2011 15:02,5.95,17994.0,United Kingdom,False,tea time kitchen apron,22
C546416,22128,PARTY CONES CANDY ASSORTED,-2,3/13/2011 10:48,1.25,14800.0,United Kingdom,False,party cones candy assorted,26
C546416,21642,ASSORTED TUTTI FRUTTI PEN,-5,3/13/2011 10:48,0.85,14800.0,United Kingdom,False,assorted tutti frutti pen,25
C546416,85098B,BLUE FLYING SINGING CANARY,-1,3/13/2011 10:48,3.75,14800.0,United Kingdom,False,blue flying singing canary,26
C546496,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,-1,3/14/2011 11:44,0.83,17646.0,United Kingdom,False,enamel blue rim coffee container,32
C546496,22928,YELLOW GIANT GARDEN THERMOMETER,-1,3/14/2011 11:44,5.95,17646.0,United Kingdom,False,yellow giant garden thermometer,31
C546496,22927,GREEN GIANT GARDEN THERMOMETER,-1,3/14/2011 11:44,5.95,17646.0,United Kingdom,False,green giant garden thermometer,30
C546501,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,3/14/2011 11:45,4.95,12584.0,Italy,False,set of 3 cake tins pantry design ,33
C546507,22914,BLUE COAT RACK PARIS FASHION,-1,3/14/2011 11:47,4.95,12712.0,Germany,False,blue coat rack paris fashion,28
C546507,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-4,3/14/2011 11:47,8.5,12712.0,Germany,False,3 hook photo shelf antique white,32
C546507,82494L,WOODEN FRAME ANTIQUE WHITE ,-2,3/14/2011 11:47,2.95,12712.0,Germany,False,wooden frame antique white ,27
C546511,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,3/14/2011 12:19,3.75,12921.0,United Kingdom,False,antique glass pedestal bowl,27
C546517,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,3/14/2011 12:24,6.95,15308.0,United Kingdom,False,wood 2 drawer cabinet white finish,34
C546517,22406,MONEY BOX KINGS CHOICE DESIGN,-1,3/14/2011 12:24,1.25,15308.0,United Kingdom,False,money box kings choice design,29
C546519,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,3/14/2011 12:27,2.95,14350.0,United Kingdom,False,white hanging heart t-light holder,34
C546519,84559B,3D SHEET OF CAT STICKERS,-4,3/14/2011 12:27,0.85,14350.0,United Kingdom,False,3d sheet of cat stickers,24
C546519,84459A,PINK METAL CHICKEN HEART ,-12,3/14/2011 12:27,1.49,14350.0,United Kingdom,False,pink metal chicken heart ,25
C546529,22502,PICNIC BASKET WICKER SMALL,-1,3/14/2011 13:05,5.95,15502.0,United Kingdom,False,picnic basket wicker small,26
C546529,22764,"RUSTIC WOODEN CABINET, GLASS DOORS",-1,3/14/2011 13:05,24.95,15502.0,United Kingdom,False,"rustic wooden cabinet, glass doors",34
C546535,47566B,TEA TIME PARTY BUNTING,-1,3/14/2011 14:11,4.25,15502.0,United Kingdom,False,tea time party bunting,22
C546536,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",-1,3/14/2011 14:28,12.75,15493.0,United Kingdom,False,"diamante heart shaped wall mirror, ",35
C546548,22147,FELTCRAFT BUTTERFLY HEARTS,-1,3/14/2011 16:42,1.45,16518.0,United Kingdom,False,feltcraft butterfly hearts,26
C546548,22150,3 STRIPEY MICE FELTCRAFT,-1,3/14/2011 16:42,1.95,16518.0,United Kingdom,False,3 stripey mice feltcraft,24
C546557,M,Manual,-1,3/15/2011 9:44,2583.76,,Hong Kong,True,manual,6
C546559,84978,HANGING HEART JAR T-LIGHT HOLDER,-12,3/15/2011 10:24,1.25,12727.0,France,False,hanging heart jar t-light holder,32
C546623,21556,CERAMIC STRAWBERRY MONEY BOX,-1,3/15/2011 11:36,2.55,17954.0,United Kingdom,False,ceramic strawberry money box,28
C546641,22180,RETROSPOT LAMP,-6,3/15/2011 13:01,9.95,13451.0,United Kingdom,False,retrospot lamp,14
C546645,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-12,3/15/2011 13:32,7.65,15311.0,United Kingdom,False,3 hook photo shelf antique white,32
C546647,22832,BROCANTE SHELF WITH HOOKS,-1,3/15/2011 13:55,10.75,17419.0,United Kingdom,False,brocante shelf with hooks,25
C546664,22504,CABIN BAG VINTAGE RETROSPOT,-1,3/15/2011 14:41,29.95,16061.0,United Kingdom,False,cabin bag vintage retrospot,27
C546671,22423,REGENCY CAKESTAND 3 TIER,-1,3/15/2011 15:42,10.95,15215.0,United Kingdom,False,regency cakestand 3 tier,24
C546680,21942,SKULLS DESIGN FLANNEL,-12,3/15/2011 16:51,0.85,13121.0,United Kingdom,False,skulls design flannel,21
C546680,21391,FRENCH LAVENDER SCENT HEART,-3,3/15/2011 16:51,2.1,13121.0,United Kingdom,False,french lavender scent heart,27
C546680,21114,LAVENDER SCENTED FABRIC HEART,-10,3/15/2011 16:51,1.25,13121.0,United Kingdom,False,lavender scented fabric heart,29
C546730,21937,STRAWBERRY   PICNIC BAG,-2,3/16/2011 11:39,2.95,18183.0,United Kingdom,False,strawberry   picnic bag,23
C546730,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,3/16/2011 11:39,4.95,18183.0,United Kingdom,False,set of 3 cake tins pantry design ,33
C546735,22933,BAKING MOULD EASTER EGG MILK CHOC,-144,3/16/2011 11:50,2.1,16029.0,United Kingdom,False,baking mould easter egg milk choc,33
C546735,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,-96,3/16/2011 11:50,2.1,16029.0,United Kingdom,False,baking mould toffee cup chocolate,33
C546735,22930,BAKING MOULD HEART MILK CHOCOLATE,-96,3/16/2011 11:50,2.1,16029.0,United Kingdom,False,baking mould heart milk chocolate,33
C546740,21455,PAINTED YELLOW WOODEN DAISY,-13,3/16/2011 12:13,0.85,16983.0,United Kingdom,False,painted yellow wooden daisy,27
C546758,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,3/16/2011 13:47,2.1,,United Kingdom,True,four hook  white lovebirds,26
C546773,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,3/16/2011 15:42,8.5,14505.0,United Kingdom,False,christmas lights 10 reindeer,28
C546773,22942,CHRISTMAS LIGHTS 10 SANTAS ,-2,3/16/2011 15:42,8.5,14505.0,United Kingdom,False,christmas lights 10 santas ,27
C546777,84978,HANGING HEART JAR T-LIGHT HOLDER,-2,3/16/2011 16:23,1.06,17080.0,United Kingdom,False,hanging heart jar t-light holder,32
C546783,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,3/17/2011 9:32,3.75,12924.0,United Kingdom,False,antique glass pedestal bowl,27
C546854,20726,LUNCH BAG WOODLAND,-1,3/17/2011 13:55,1.45,17511.0,United Kingdom,False,lunch bag woodland,18
C546854,21564,PINK  HEART SHAPE LOVE BUCKET ,-1,3/17/2011 13:55,2.55,17511.0,United Kingdom,False,pink  heart shape love bucket ,30
C546854,21232,STRAWBERRY CERAMIC TRINKET BOX,-10,3/17/2011 13:55,1.06,17511.0,United Kingdom,False,strawberry ceramic trinket box,30
C546854,22960,JAM MAKING SET WITH JARS,-1,3/17/2011 13:55,3.75,17511.0,United Kingdom,False,jam making set with jars,24
C546854,22196,SMALL HEART MEASURING SPOONS,-4,3/17/2011 13:55,0.72,17511.0,United Kingdom,False,small heart measuring spoons,28
C546854,22667,RECIPE BOX RETROSPOT ,-1,3/17/2011 13:55,2.95,17511.0,United Kingdom,False,recipe box retrospot ,21
C546854,22468,BABUSHKA LIGHTS STRING OF 10,-1,3/17/2011 13:55,5.95,17511.0,United Kingdom,False,babushka lights string of 10,28
C546858,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,3/17/2011 14:24,14.95,14081.0,United Kingdom,False,3 tier cake tin green and cream,31
C546858,21534,DAIRY MAID LARGE MILK JUG,-1,3/17/2011 14:24,4.95,14081.0,United Kingdom,False,dairy maid large milk jug,25
C546859,M,Manual,-102,3/17/2011 14:39,5.45,17603.0,United Kingdom,False,manual,6
C546864,22842,BISCUIT TIN VINTAGE RED,-2,3/17/2011 15:42,6.75,13319.0,United Kingdom,False,biscuit tin vintage red,23
C546864,21539,RED RETROSPOT BUTTER DISH,-2,3/17/2011 15:42,4.95,13319.0,United Kingdom,False,red retrospot butter dish,25
C546865,79000,MOROCCAN TEA GLASS,-1,3/17/2011 15:46,0.65,14226.0,United Kingdom,False,moroccan tea glass,18
C546865,22697,GREEN REGENCY TEACUP AND SAUCER,-1,3/17/2011 15:46,2.95,14226.0,United Kingdom,False,green regency teacup and saucer,31
C546865,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,3/17/2011 15:46,2.95,14226.0,United Kingdom,False,roses regency teacup and saucer ,32
C546865,22423,REGENCY CAKESTAND 3 TIER,-1,3/17/2011 15:46,12.75,14226.0,United Kingdom,False,regency cakestand 3 tier,24
C546867,85194S,HANGING SPRING FLOWER EGG SMALL,-24,3/17/2011 15:48,0.65,18218.0,United Kingdom,False,hanging spring flower egg small,31
C546867,85194L,HANGING SPRING FLOWER EGG LARGE,-12,3/17/2011 15:48,0.85,18218.0,United Kingdom,False,hanging spring flower egg large,31
C546868,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,3/17/2011 15:49,8.5,15671.0,United Kingdom,False,organiser wood antique white ,29
C546870,M,Manual,-2,3/17/2011 16:07,2.5,14462.0,United Kingdom,False,manual,6
C546879,M,Manual,-96,3/17/2011 17:14,0.91,16422.0,United Kingdom,False,manual,6
C546880,22423,REGENCY CAKESTAND 3 TIER,-1,3/17/2011 17:16,12.75,13093.0,United Kingdom,False,regency cakestand 3 tier,24
C546881,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-3,3/17/2011 17:17,5.95,15159.0,United Kingdom,False,wood 2 drawer cabinet white finish,34
C546885,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,3/17/2011 18:11,8.5,15671.0,United Kingdom,False,organiser wood antique white ,29
C546886,21843,RED RETROSPOT CAKE STAND,-1,3/17/2011 18:13,10.95,12520.0,Germany,False,red retrospot cake stand,24
C546886,22423,REGENCY CAKESTAND 3 TIER,-2,3/17/2011 18:13,12.75,12520.0,Germany,False,regency cakestand 3 tier,24
C546886,84461,12 PINK HEN+CHICKS IN BASKET,-6,3/17/2011 18:13,2.55,12520.0,Germany,False,12 pink hen+chicks in basket,28
C546887,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,3/17/2011 18:14,2.1,14329.0,United Kingdom,False,four hook  white lovebirds,26
C546887,21389,IVORY HANGING DECORATION  BIRD,-1,3/17/2011 18:14,0.85,14329.0,United Kingdom,False,ivory hanging decoration  bird,30
C546887,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-1,3/17/2011 18:14,0.85,14329.0,United Kingdom,False,pack of 20 napkins pantry design,32
C546887,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-1,3/17/2011 18:14,2.95,14329.0,United Kingdom,False,set 3 paper vintage chick paper egg,35
C546889,22258,FELT FARM ANIMAL RABBIT,-6,3/17/2011 18:16,1.25,13971.0,United Kingdom,False,felt farm animal rabbit,23
C546889,72140E,BEST DAD CANDLE LETTERS,-1,3/17/2011 18:16,0.85,13971.0,United Kingdom,False,best dad candle letters,23
C546889,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-1,3/17/2011 18:16,3.95,13971.0,United Kingdom,False,set of 6 spice tins pantry design,33
C546893,22502,PICNIC BASKET WICKER SMALL,-1,3/17/2011 18:20,4.95,14156.0,EIRE,False,picnic basket wicker small,26
C546894,22461,SAVOY ART DECO CLOCK,-1,3/17/2011 18:21,12.75,14334.0,United Kingdom,False,savoy art deco clock,20
C546895,22777,GLASS CLOCHE LARGE,-1,3/17/2011 18:22,8.5,15358.0,United Kingdom,False,glass cloche large,18
C546897,21937,STRAWBERRY   PICNIC BAG,-2,3/17/2011 18:25,2.95,18183.0,United Kingdom,False,strawberry   picnic bag,23
C546897,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,3/17/2011 18:25,4.95,18183.0,United Kingdom,False,set of 3 cake tins pantry design ,33
C546901,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,3/17/2011 18:29,1.65,14112.0,United Kingdom,False,jigsaw toadstools 3 piece,25
C546901,21844,RED RETROSPOT MUG,-1,3/17/2011 18:29,2.95,14112.0,United Kingdom,False,red retrospot mug,17
C546901,21535,RED RETROSPOT SMALL MILK JUG,-3,3/17/2011 18:29,2.55,14112.0,United Kingdom,False,red retrospot small milk jug,28
C546901,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,3/17/2011 18:29,9.95,14112.0,United Kingdom,False,rose cottage keepsake box ,26
C546901,22776,SWEETHEART CAKESTAND 3 TIER,-1,3/17/2011 18:29,9.95,14112.0,United Kingdom,False,sweetheart cakestand 3 tier,27
C546901,22741,FUNKY DIVA PEN,-2,3/17/2011 18:29,0.85,14112.0,United Kingdom,False,funky diva pen,14
C546901,22501,PICNIC BASKET WICKER LARGE,-2,3/17/2011 18:29,9.95,14112.0,United Kingdom,False,picnic basket wicker large,26
C546903,20886,BOX OF 9 PEBBLE CANDLES,-6,3/17/2011 18:31,1.95,16217.0,United Kingdom,False,box of 9 pebble candles,23
C546903,21906,PHARMACIE FIRST AID TIN,-2,3/17/2011 18:31,6.75,16217.0,United Kingdom,False,pharmacie first aid tin,23
C546903,22212,FOUR HOOK  WHITE LOVEBIRDS,-6,3/17/2011 18:31,2.1,16217.0,United Kingdom,False,four hook  white lovebirds,26
C546904,22822,CREAM WALL PLANTER HEART SHAPED,-1,3/17/2011 18:33,5.95,16150.0,United Kingdom,False,cream wall planter heart shaped,31
C546904,22784,LANTERN CREAM GAZEBO ,-1,3/17/2011 18:33,4.95,16150.0,United Kingdom,False,lantern cream gazebo ,21
C546904,22766,PHOTO FRAME CORNICE,-4,3/17/2011 18:33,2.95,16150.0,United Kingdom,False,photo frame cornice,19
C546904,20723,STRAWBERRY CHARLOTTE BAG,-1,3/17/2011 18:33,0.85,16150.0,United Kingdom,False,strawberry charlotte bag,24
C546905,M,Manual,-48,3/17/2011 18:42,0.45,15061.0,United Kingdom,False,manual,6
C546906,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,3/17/2011 18:44,6.75,17675.0,United Kingdom,False,wood black board ant white finish,33
C546907,M,Manual,-25,3/17/2011 18:46,0.67,16422.0,United Kingdom,False,manual,6
C546930,22268,EASTER DECORATION SITTING BUNNY,-1,3/18/2011 10:37,0.85,14701.0,United Kingdom,False,easter decoration sitting bunny,31
C546930,22781,GUMBALL MAGAZINE RACK,-1,3/18/2011 10:37,7.65,14701.0,United Kingdom,False,gumball magazine rack,21
C546930,84575A,PINK DOG CANNISTER,-1,3/18/2011 10:37,5.95,14701.0,United Kingdom,False,pink dog cannister,18
C546930,22766,PHOTO FRAME CORNICE,-1,3/18/2011 10:37,2.95,14701.0,United Kingdom,False,photo frame cornice,19
C546930,85131A,BEADED PEARL HEART WHITE ON STICK,-1,3/18/2011 10:37,1.25,14701.0,United Kingdom,False,beaded pearl heart white on stick,33
C546930,21743,STAR PORTABLE TABLE LIGHT ,-4,3/18/2011 10:37,2.95,14701.0,United Kingdom,False,star portable table light ,26
C546931,22301,COFFEE MUG CAT + BIRD DESIGN,-2,3/18/2011 10:40,2.1,12989.0,United Kingdom,False,coffee mug cat + bird design,28
C546932,90201B,BLACK ENAMEL FLOWER RING,-1,3/18/2011 11:01,2.95,16297.0,United Kingdom,False,black enamel flower ring,24
C546943,BANK CHARGES,Bank Charges,-1,3/18/2011 11:11,56.93,,United Kingdom,True,bank charges,12
C546975,M,Manual,-1,3/18/2011 12:08,19.05,,United Kingdom,True,manual,6
C546978,21190,PINK HEARTS PAPER GARLAND,-50,3/18/2011 12:15,1.45,17857.0,United Kingdom,False,pink hearts paper garland,25
C546987,AMAZONFEE,AMAZON FEE,-1,3/18/2011 12:56,5693.05,,United Kingdom,True,amazon fee,10
C546989,AMAZONFEE,AMAZON FEE,-1,3/18/2011 12:59,5225.03,,United Kingdom,True,amazon fee,10
C546997,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-6,3/18/2011 13:32,0.55,12748.0,United Kingdom,False,asstd fruit+flowers fridge magnets,34
C546997,84879,ASSORTED COLOUR BIRD ORNAMENT,-5,3/18/2011 13:32,1.69,12748.0,United Kingdom,False,assorted colour bird ornament,29
C546997,23230,WRAP ALPHABET DESIGN,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom,False,wrap alphabet design,20
C546997,22992,REVOLVER WOODEN RULER ,-6,3/18/2011 13:32,1.95,12748.0,United Kingdom,False,revolver wooden ruler ,22
C546997,22991,GIRAFFE WOODEN RULER,-6,3/18/2011 13:32,1.95,12748.0,United Kingdom,False,giraffe wooden ruler,20
C546997,22948,METAL DECORATION NAUGHTY CHILDREN ,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom,False,metal decoration naughty children ,34
C546997,22945,CHRISTMAS METAL TAGS ASSORTED ,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom,False,christmas metal tags assorted ,30
C546997,22924,FRIDGE MAGNETS LA VIE EN ROSE,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom,False,fridge magnets la vie en rose,29
C546997,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom,False,fridge magnets les enfants assorted,35
C546997,22922,FRIDGE MAGNETS US DINER ASSORTED,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom,False,fridge magnets us diner assorted,32
C546997,22915,ASSORTED BOTTLE TOP  MAGNETS ,-6,3/18/2011 13:32,0.42,12748.0,United Kingdom,False,assorted bottle top  magnets ,29
C546997,22711,WRAP CIRCUS PARADE,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom,False,wrap circus parade,18
C546997,22710,WRAP I LOVE LONDON ,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom,False,wrap i love london ,19
C546997,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom,False,magnets pack of 4 vintage labels ,33
C546997,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom,False,magnets pack of 4 vintage collage,33
C546997,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom,False,magnets pack of 4 childhood memory,34
C546997,22398,MAGNETS PACK OF 4 SWALLOWS,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom,False,magnets pack of 4 swallows,26
C546997,22396,MAGNETS PACK OF 4 RETRO PHOTO,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom,False,magnets pack of 4 retro photo,29
C546997,22052,VINTAGE CARAVAN GIFT WRAP,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom,False,vintage caravan gift wrap,25
C546997,22045,SPACEBOY GIFT WRAP,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom,False,spaceboy gift wrap,18
C546997,21224,SET/4 SKULL BADGES,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom,False,set/4 skull badges,18
C546997,21135,VICTORIAN  METAL POSTCARD SPRING,-4,3/18/2011 13:32,1.69,12748.0,United Kingdom,False,victorian  metal postcard spring,32
C547008,22567,20 DOLLY PEGS RETROSPOT,-1,3/18/2011 14:39,1.25,,United Kingdom,True,20 dolly pegs retrospot,23
C547024,22962,JAM JAR WITH PINK LID,-2,3/18/2011 16:36,0.85,15065.0,United Kingdom,False,jam jar with pink lid,21
C547024,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,3/18/2011 16:36,9.95,15065.0,United Kingdom,False,childs breakfast set spaceboy ,30
C547031,22423,REGENCY CAKESTAND 3 TIER,-8,3/20/2011 10:17,10.95,15465.0,United Kingdom,False,regency cakestand 3 tier,24
C547043,22752,SET 7 BABUSHKA NESTING BOXES,-1,3/20/2011 11:19,8.5,16156.0,United Kingdom,False,set 7 babushka nesting boxes,28
C547043,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,3/20/2011 11:19,4.95,16156.0,United Kingdom,False,set of 3 cake tins pantry design ,33
C547043,22467,GUMBALL COAT RACK,-1,3/20/2011 11:19,2.55,16156.0,United Kingdom,False,gumball coat rack,17
C547054,M,Manual,-1,3/20/2011 12:11,6.95,16444.0,United Kingdom,False,manual,6
C547054,35400,WOODEN BOX ADVENT CALENDAR ,-1,3/20/2011 12:11,8.95,16444.0,United Kingdom,False,wooden box advent calendar ,27
C547091,22766,PHOTO FRAME CORNICE,-12,3/20/2011 16:14,2.95,,United Kingdom,True,photo frame cornice,19
C547091,21316,SMALL CHUNKY GLASS ROMAN  BOWL,-1,3/20/2011 16:14,2.95,,United Kingdom,True,small chunky glass roman  bowl,30
C547091,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-4,3/20/2011 16:14,3.75,,United Kingdom,True,antique tall swirlglass trinket pot,35
C547104,85194L,HANGING SPRING FLOWER EGG LARGE,-8,3/21/2011 11:02,0.85,16817.0,United Kingdom,False,hanging spring flower egg large,31
C547168,84750A,PINK SMALL GLASS CAKE STAND,-24,3/21/2011 12:10,1.95,13593.0,United Kingdom,False,pink small glass cake stand,27
C547187,22993,SET OF 4 PANTRY JELLY MOULDS,-2,3/21/2011 12:20,1.25,12779.0,Poland,False,set of 4 pantry jelly moulds,28
C547187,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,3/21/2011 12:20,2.95,12779.0,Poland,False,ceramic cake bowl + hanging cakes,33
C547187,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-6,3/21/2011 12:20,1.49,12779.0,Poland,False,ceramic cake design spotted mug,31
C547193,22428,ENAMEL FIRE BUCKET CREAM,-1,3/21/2011 12:38,6.95,17811.0,United Kingdom,False,enamel fire bucket cream,24
C547198,22423,REGENCY CAKESTAND 3 TIER,-1,3/21/2011 12:50,12.75,14606.0,United Kingdom,False,regency cakestand 3 tier,24
C547198,22227,HANGING HEART MIRROR DECORATION ,-1,3/21/2011 12:50,0.65,14606.0,United Kingdom,False,hanging heart mirror decoration ,32
C547198,21447,12 IVORY ROSE PEG PLACE SETTINGS,-1,3/21/2011 12:50,1.25,14606.0,United Kingdom,False,12 ivory rose peg place settings,32
C547208,84978,HANGING HEART JAR T-LIGHT HOLDER,-5,3/21/2011 14:39,1.06,15189.0,United Kingdom,False,hanging heart jar t-light holder,32
C547208,22423,REGENCY CAKESTAND 3 TIER,-10,3/21/2011 14:39,10.95,15189.0,United Kingdom,False,regency cakestand 3 tier,24
C547228,21417,COCKLE SHELL DISH,-1,3/21/2011 15:48,2.1,16626.0,United Kingdom,False,cockle shell dish,17
C547229,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,3/21/2011 15:49,3.75,17213.0,United Kingdom,False,antique glass pedestal bowl,27
C547229,22467,GUMBALL COAT RACK,-1,3/21/2011 15:49,2.55,17213.0,United Kingdom,False,gumball coat rack,17
C547230,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,3/21/2011 16:06,2.95,18189.0,United Kingdom,False,set/5 red retrospot lid glass bowls,35
C547231,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,3/21/2011 16:07,2.95,15291.0,United Kingdom,False,metal 4 hook hanger french chateau,34
C547232,22424,ENAMEL BREAD BIN CREAM,-1,3/21/2011 16:15,12.75,12994.0,United Kingdom,False,enamel bread bin cream,22
C547232,85178,VICTORIAN SEWING KIT,-1,3/21/2011 16:15,1.25,12994.0,United Kingdom,False,victorian sewing kit,20
C547232,85053,FRENCH ENAMEL CANDLEHOLDER,-1,3/21/2011 16:15,2.1,12994.0,United Kingdom,False,french enamel candleholder,26
C547232,22429,ENAMEL MEASURING JUG CREAM,-1,3/21/2011 16:15,4.25,12994.0,United Kingdom,False,enamel measuring jug cream,26
C547232,22427,ENAMEL FLOWER JUG CREAM,-1,3/21/2011 16:15,5.95,12994.0,United Kingdom,False,enamel flower jug cream,23
C547232,22425,ENAMEL COLANDER CREAM,-2,3/21/2011 16:15,4.95,12994.0,United Kingdom,False,enamel colander cream,21
C547234,21537,RED RETROSPOT PUDDING BOWL,-1,3/21/2011 16:21,4.25,12428.0,Finland,False,red retrospot pudding bowl,26
C547234,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,3/21/2011 16:21,7.95,12428.0,Finland,False,red retrospot traditional teapot ,33
C547235,82486,WOOD S/3 CABINET ANT WHITE FINISH,-2,3/21/2011 16:25,8.95,15291.0,United Kingdom,False,wood s/3 cabinet ant white finish,33
C547236,22487,WHITE WOOD GARDEN PLANT LADDER,-1,3/21/2011 16:27,9.95,14180.0,United Kingdom,False,white wood garden plant ladder,30
C547237,21833,CAMOUFLAGE LED TORCH,-24,3/21/2011 16:29,1.69,16080.0,United Kingdom,False,camouflage led torch,20
C547241,85194L,HANGING SPRING FLOWER EGG LARGE,-8,3/21/2011 16:34,0.85,16817.0,United Kingdom,False,hanging spring flower egg large,31
C547309,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-12,3/22/2011 11:17,3.75,17416.0,United Kingdom,False,fairy cake birthday candle set,30
C547342,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,3/22/2011 11:54,7.9,15044.0,United Kingdom,False,wood black board ant white finish,33
C547342,22423,REGENCY CAKESTAND 3 TIER,-2,3/22/2011 11:54,12.75,15044.0,United Kingdom,False,regency cakestand 3 tier,24
C547368,21931,JUMBO STORAGE BAG SUKI,-1,3/22/2011 13:13,1.95,16809.0,United Kingdom,False,jumbo storage bag suki,22
